#hg17.kgXref.kgID	hg17.kgXref.geneSymbol	hg17.knownToLocusLink.value
NM_152750	FLJ23834	222256
NM_152751	C10orf30	222389
NM_152753	SCUBE3	222663
NM_152754	SEMA3D	223117
NM_152755	MGC40499	245812
NM_152756	AVO3	253260
NM_152757	FLJ30313	253868
NM_152759	LRRC43	254050
NM_152760	FLJ30934	254122
NM_152761	FLJ25444	254158
NM_152763	C1orf62	254268
NM_152764	MGC35212	254528
NM_152765	MGC33510	254778
NM_152766	MGC40107	254863
NM_152769	C19orf26	255057
NM_152770	MGC35043	255119
NM_152772	MGC40368	255394
NM_152773	MGC33212	255758
NM_152774	MGC42090	256130
NM_152775	KM-HN-1	256309
NM_152776	MGC40579	256356
NM_152777	C14orf48	256369
NM_152778	MGC33302	256471
NM_152779	MGC26856	256710
NM_152780	FLJ14503	256714
NM_152781	FLJ32830	256957
NM_152782	SUNC1	256979
NM_152783	MGC25181	257054
NM_152784	MGC39581	257062
NM_152785	GCET2	257144
NM_152786	C9orf43	257169
NM_152787	TAB3	257397
NM_152788	EB-1	56899
NM_152789	MGC40405	257415
NM_152791	ZNF555	148254
NM_152792	FLJ25084	151516
NM_152793	Ells1	222166
NM_152794	HIF3A	64344
NM_152795	HIF3A	64344
NM_152796	HIF3A	64344
NM_152827	SNX3	8724
NM_152828	SNX3	8724
NM_152829	TES	26136
NM_152830	ACE	1636
NM_152831	ACE	1636
NM_152832	MTVR1	23625
NM_152834	TMEM18	129787
NM_152835	PDIK1L	149420
NM_152837	SNX16	64089
NM_152843	HPS4	89781
NM_152850	PIGO	84720
NM_152851	MS4A6A	64231
NM_152852	MS4A6A	64231
NM_152854	CD40	958
NM_152856	RBM10	8241
NM_152858	WTAP	9589
NM_152860	SP7	121340
NM_152862	ARPC2	10109
NM_152864	C20orf58	128414
NM_152866	MS4A1	931
NM_152868	KCNJ4	3761
NM_152871	FAS	355
NM_152872	FAS	355
NM_152873	FAS	355
NM_152875	FAS	355
NM_152876	FAS	355
NM_152877	FAS	355
NM_152879	DGKD	8527
NM_152880	PTK7	5754
NM_152881	PTK7	5754
NM_152882	PTK7	5754
NM_152883	PTK7	5754
NM_152888	COL22A1	169044
NM_152889	CHST13	166012
NM_152890	COL24A1	255631
NM_152892	DKFZp434K1815	222229
NM_152896	UHRF2	115426
NM_152897	C20orf161	90203
NM_152898	FERD3L	222894
NM_152899	IL4I1	259307
NM_152900	MAGI3	260425
NM_152901	PYDC1	260434
NM_152903	KBTBD6	89890
NM_152904	SPECC1	92521
NM_152905	NEDD1	121441
NM_152906	DKFZp761P1121	128989
NM_152908	FLJ31196	146802
NM_152909	ZNF548	147694
NM_152910	DGKH	160851
NM_152911	PAOX	196743
NM_152912	MTIF3	219402
NM_152913	DKFZp761L1417	222865
NM_152914	MGC33894	256302
NM_152916	EMR2	30817
NM_152917	EMR2	30817
NM_152918	EMR2	30817
NM_152919	EMR2	30817
NM_152920	EMR2	30817
NM_152921	EMR2	30817
NM_152930	CPNE1	8904
NM_152933	PPEF2	5470
NM_152939	EMR3	84658
NM_152945	DRB1	129831
NM_152989	SOX5	6660
NM_152990	PXT1	222659
NM_152991	EED	8726
NM_152994	LOC129285	129285
NM_152995	NFXL1	152518
NM_152996	ST6GALNAC3	256435
NM_152997	C4orf7	260436
NM_152998	EZH2	2146
NM_152999	STEAP2	261729
NM_153000	APCDD1	147495
NM_153001	PSMC4	5704
NM_153002	GPR156	165829
NM_153003	OFCC1	266553
NM_153005	RIOK1	83732
NM_153006	NAGS	162417
NM_153007	ODF4	146852
NM_153008	FLJ30277	152641
NM_153010	C18orf16	147429
NM_153012	TNFSF12	8742
NM_153013	FLJ30596	133686
NM_153015	FLJ30668	157753
NM_153020	RBM24	221662
NM_153022	FLJ31166	120939
NM_153023	SPATA13	221178
NM_153025	C16orf55	124045
NM_153026	PRICKLE1	144165
NM_153027	FLJ31659	152756
NM_153028	ZNF75A	7627
NM_153029	N4BP1	9683
NM_153031	FLJ32063	150538
NM_153032	FLJ32065	201283
NM_153033	KCTD7	154881
NM_153034	ZNF488	118738
NM_153035	C1orf83	127428
NM_153038	FLJ32447	151278
NM_153040	FLJ32831	145858
NM_153041	FLJ32955	150596
NM_153042	AOF1	221656
NM_153043	FLJ37078	222183
NM_153044	FLJ35801	150291
NM_153045	C9orf91	203197
NM_153046	TDRD9	122402
NM_153047	FYN	2534
NM_153048	FYN	2534
NM_153050	MTMR3	8897
NM_153051	MTMR3	8897
NM_153181	NETO1	81832
NM_153182	MINA	84864
NM_153183	NUDT10	170685
NM_153184	IGSF4D	253559
NM_153186	ANKRD15	23189
NM_153191	SLC22A2	6582
NM_153200	EDF1	8721
NM_153201	HSPA8	3312
NM_153202	ADAM33	80332
NM_153204	C21orf90	114043
NM_153206	AMICA1	120425
NM_153207	AEBP2	121536
NM_153208	MGC35048	124152
NM_153209	FLJ37300	124602
NM_153211	C18orf17	125488
NM_153212	GJB4	127534
NM_153213	ARHGEF19	128272
NM_153214	FLJ37440	129804
NM_153215	FLJ38608	132228
NM_153216	FLJ25680	134187
NM_153217	MGC13034	134288
NM_153218	FLJ38725	144811
NM_153219	ZNF524	147807
NM_153220	MGC35440	147990
NM_153221	CILP2	148113
NM_153223	FLJ36090	153241
NM_153225	RPESP	157869
NM_153226	TMEM20	159371
NM_153228	FLJ38335	162282
NM_153229	FLJ33318	162461
NM_153230	FBXO39	162517
NM_153231	ZNF550	162972
NM_153232	CRI2	163126
NM_153233	FLJ36445	163183
NM_153234	LIX1	167410
NM_153235	C6orf198	167838
NM_153236	GIMAP7	168537
NM_153237	C9orf71	169693
NM_153238	MGC22001	197196
NM_153239	KIAA1924	197335
NM_153240	NPHP3	27031
NM_153244	C10orf111	221060
NM_153247	SLC29A4	222962
NM_153248	MGC14276	253150
NM_153251	ZDHHC20	253832
NM_153252	BRWD3	254065
NM_153254	FLJ36119	254173
NM_153255	MCMDC1	254394
NM_153256	C10orf47	254427
NM_153257	GIOT-1	92283
NM_153259	MCOLN2	255231
NM_153260	FLJ36812	255252
NM_153261	FLJ38101	255919
NM_153263	ZNF549	256051
NM_153264	FLJ35880	256076
NM_153265	EML3	256364
NM_153266	MGC33486	256472
NM_153267	MAMDC2	256691
NM_153268	PLCXD2	257068
NM_153269	C20orf96	140680
NM_153270	RP11-450P7.3	257240
NM_153271	MGC32065	257364
NM_153273	IHPK1	9807
NM_153274	VMD2L2	266675
NM_153276	SLC22A6	9356
NM_153277	SLC22A6	9356
NM_153278	SLC22A6	9356
NM_153282	HYAL1	3373
NM_153283	HYAL1	3373
NM_153285	HYAL1	3373
NM_153286	HYAL1	3373
NM_153289	DEFB119	245932
NM_153320	SLC22A7	10864
NM_153323	DEFB119	245932
NM_153324	DEFB123	245936
NM_153325	DEFB125	245938
NM_153329	ALDH16A1	126133
NM_153330	DNAJB8	165721
NM_153331	KCTD6	200845
NM_153332	THEX1	90459
NM_153333	TCEAL8	90843
NM_153334	SCARF2	91179
NM_153335	LYK5	92335
NM_153336	C10orf89	118672
NM_153337	SLIC1	124460
NM_153338	FLJ90165	124975
NM_153339	PUSL1	126789
NM_153341	IBRDC3	127544
NM_153342	FLJ90024	129303
NM_153343	ENPP6	133121
NM_153344	C6orf141	135398
NM_153345	FLJ90586	135932
NM_153346	CXorf20	139105
NM_153347	FLJ90119	144110
NM_153348	FBXW8	26259
NM_153350	FBXL16	146330
NM_153353	LRRC34	151827
NM_153354	MGC33214	153396
NM_153355	TCBA1	154215
NM_153356	TBC1D21	161514
NM_153357	SLC16A11	162515
NM_153358	FLJ90396	163049
NM_153359	MGC24975	163154
NM_153360	FLJ90166	164284
NM_153361	MGC42105	167359
NM_153362	PRSS35	167681
NM_153363	ZNF679	168417
NM_153364	MGC39520	196472
NM_153365	FLJ90013	202018
NM_153367	C10orf56	219654
NM_153368	CX40.1	219770
NM_153369	KIAA1919	91749
NM_153370	PI16	221476
NM_153371	LNX2	222484
NM_153373	MGC15875	85007
NM_153374	MGC35274	256586
NM_153375	PLAC2	257000
NM_153376	FLJ90575	257236
NM_153377	LRIG3	121227
NM_153379	KREMEN1	83999
NM_153380	ZNF41	7592
NM_153426	PITX2	5308
NM_153427	PITX2	5308
NM_153437	ODF2	4957
NM_153442	GPR26	2849
NM_153443	KIR3DL3	115653
NM_153444	OR5P2	120065
NM_153445	OR5P3	120066
NM_153446	GALGT2	124872
NM_153447	NALP5	126206
NM_153448	ESX1L	80712
NM_153449	SLC2A14	144195
NM_153450	MED19	219541
NM_153451	ORAOV1	220064
NM_153453	VGLL2	245806
NM_153454	C21orf86	257103
NM_153456	HS6ST3	266722
NM_153460	IL17RC	84818
NM_153461	IL17RC	84818
NM_153462	IL17RC	84818
NM_153464	ILF3	3609
NM_153477	UXT	8409
NM_153478	CSAG1	158511
NM_153481	IL17RE	132014
NM_153482	IL17RE	132014
NM_153483	IL17RE	132014
NM_153485	NUP155	9631
NM_153486	LDHD	197257
NM_153487	MDGA1	266727
NM_153490	KRT13	3860
NM_153497	MAP3K7IP1	10454
NM_153498	CAMK1D	57118
NM_153499	CAMKK2	10645
NM_153500	CAMKK2	10645
NM_153603	COG7	91949
NM_153604	MYOCD	93649
NM_153606	FLJ32796	149647
NM_153607	LOC153222	153222
NM_153608	ZNF114	163071
NM_153609	TMPRSS6	164656
NM_153610	CMYA5	202333
NM_153611	CYBASC3	220002
NM_153612	HS3ST5	222537
NM_153613	LOC254531	254531
NM_153614	TSARG6	374407
NM_153615	Rgr	266747
NM_153616	SEMA6D	80031
NM_153617	SEMA6D	80031
NM_153618	SEMA6D	80031
NM_153619	SEMA6D	80031
NM_153620	HOXA1	3198
NM_153631	HOXA3	3200
NM_153634	CPNE8	144402
NM_153635	LOC151835	151835
NM_153638	PANK2	80025
NM_153640	PANK2	80025
NM_153641	PANK2	80025
NM_153646	SLC24A4	123041
NM_153647	SLC24A4	123041
NM_153648	SLC24A4	123041
NM_153649	TPM3	7170
NM_153676	USH1C	10083
NM_153681	DSCR5	51227
NM_153682	DSCR5	51227
NM_153683	KL	9365
NM_153684	NUP50	10762
NM_153685	DKFZp547D2210	196500
NM_153686	MLR1	254251
NM_153687	IKIP	121457
NM_153688	ZFP1	162239
NM_153689	FLJ38973	205327
NM_153690	FAM43A	131583
NM_153691	FLJ90036	255403
NM_153692	HTRA4	203100
NM_153693	HOXC6	3223
NM_153694	SYCP3	50511
NM_153695	ZNF367	195828
NM_153696	PSMAL	219595
NM_153697	ANKRD44	91526
NM_153698	C9orf21	195827
NM_153699	GSTA5	221357
NM_153700	STRC	161497
NM_153701	IL12RB1	3594
NM_153702	ELMOD2	255520
NM_153703	PODN	127435
NM_153704	MGC26979	91147
NM_153705	KDELC2	143888
NM_153706	MGC33648	133383
NM_153707	C9orf138	158297
NM_153708	RTP1	132112
NM_153709	MGC40168	148645
NM_153710	C9orf96	169436
NM_153711	C6orf188	254228
NM_153713	LIX1L	128077
NM_153714	C10orf67	256815
NM_153715	HOXA10	3206
NM_153719	NUP62	23636
NM_153741	DPM3	54344
NM_153742	CTH	1491
NM_153746	ZDHHC14	79683
NM_153748	KCNC2	3747
NM_153750	C21orf81	114035
NM_153752	C21orf84	114038
NM_153754	C21orf88	114041
NM_153756	FNDC5	252995
NM_153757	NAP1L5	266812
NM_153758	IL19	29949
NM_153759	DNMT3A	1788
NM_153763	KCNC4	3749
NM_153765	KCNJ1	3758
NM_153767	KCNJ1	3758
NM_153768	CABYR	26256
NM_153769	CABYR	26256
NM_153770	CABYR	26256
NM_153773	C21orf99	149992
NM_153809	TAF1L	138474
NM_153811	SLC38A6	145389
NM_153812	PHF13	148479
NM_153813	ZFPM1	161882
NM_153815	RASGRF1	5923
NM_153816	SNX14	57231
NM_153818	PEX10	5192
NM_153819	RASGRP2	10235
NM_153822	PSMD4	5710
NM_153823	GSG1	83445
NM_153824	PYCR1	5831
NM_153825	SLA/LP	51091
NM_153826	MCP	4179
NM_153828	RTN4	57142
NM_153831	PTK2	5747
NM_153832	GPR161	23432
NM_153833	H1FOO	132243
NM_153834	GPR112	139378
NM_153836	CREG2	200407
NM_153837	GPR114	221188
NM_153840	GPR110	266977
NM_156036	HOXB6	3216
NM_156038	CSF3R	1441
NM_156039	CSF3R	1441
NM_170587	RGS20	8601
NM_170589	CASC5	57082
NM_170600	SH2D3C	10044
NM_170601	CSE-C	54414
NM_170602	RASGRP4	115727
NM_170603	RASGRP4	115727
NM_170605	INADL	10207
NM_170606	MLL3	58508
NM_170607	MLX	6945
NM_170609	CRISP1	167
NM_170610	HIST1H2BA	255626
NM_170662	CBLB	868
NM_170664	OTOA	146183
NM_170665	ATP2A2	488
NM_170672	RASGRP3	25780
NM_170674	MEIS2	4212
NM_170675	MEIS2	4212
NM_170676	MEIS2	4212
NM_170677	MEIS2	4212
NM_170678	ITGB1BP3	27231
NM_170679	SKP1A	6500
NM_170681	GFM2	84340
NM_170682	P2RX2	22953
NM_170683	P2RX2	22953
NM_170685	TAC4	255061
NM_170686	ZNF398	57541
NM_170691	GFM2	84340
NM_170692	RASAL2	9462
NM_170693	SGK2	10110
NM_170694	SERHL	94009
NM_170695	TGIF	7050
NM_170696	ALDH1A2	8854
NM_170706	NMNAT2	23057
NM_170707	LMNA	4000
NM_170708	LMNA	4000
NM_170710	WDR17	116966
NM_170711	DAZAP1	26528
NM_170712	RASSF1	11186
NM_170713	RASSF1	11186
NM_170714	RASSF1	11186
NM_170715	RASSF1	11186
NM_170716	RASSF1	11186
NM_170717	RASSF1	11186
NM_170720	KCNJ14	3770
NM_170721	MSI2	124540
NM_170722	NOD9	79671
NM_170723	CDY1	253175
NM_170724	PKHD1	5314
NM_170725	PGBD2	267002
NM_170731	BDNF	627
NM_170734	BDNF	627
NM_170735	BDNF	627
NM_170736	KCNJ15	3772
NM_170739	MRPL11	65003
NM_170740	ALDH5A1	7915
NM_170742	KCNJ16	3773
NM_170743	IL28RA	163702
NM_170744	UNC5B	219699
NM_170745	HIST1H2AA	221613
NM_170746	C11orf31	280636
NM_170750	PSMD10	5716
NM_170751	CDYL	9425
NM_170752	CDYL	9425
NM_170753	PGBD3	267004
NM_170754	TENC1	23371
NM_170768	ZFP91	80829
NM_170769	RNF39	80352
NM_170771	ALDH8A1	64577
NM_170773	RASSF2	9770
NM_170775	KCNN2	3781
NM_170776	GPR97	222487
NM_170780	CD200R1	131450
NM_170782	KCNN3	3782
NM_170783	ZNRD1	30834
NM_171825	CAMK2A	815
NM_171827	CD8A	925
NM_171828	KCNMB3	27094
NM_171829	KCNMB3	27094
NM_171830	KCNMB3	27094
NM_171846	LACTB	114294
NM_171997	USP2	9099
NM_171998	RAB39B	116442
NM_171999	SALL3	27164
NM_172002	HSC20	150274
NM_172003	CBWD2	150472
NM_172004	DCAL1	160365
NM_172005	WFDC13	164237
NM_172006	WFDC10B	280664
NM_172014	TNFSF14	8740
NM_172016	TRIM39	56658
NM_172020	POM121	9883
NM_172024	ABCC13	150000
NM_172025	ABCC13	150000
NM_172026	ABCC13	150000
NM_172027	ABTB1	80325
NM_172028	ABTB1	80325
NM_172037	RDH10	157506
NM_172056	KCNH2	3757
NM_172057	KCNH2	3757
NM_172059	EYA1	2138
NM_172060	EYA1	2138
NM_172069	PLEKHH2	130271
NM_172070	ZNF650	130507
NM_172078	CAMK2B	816
NM_172079	CAMK2B	816
NM_172080	CAMK2B	816
NM_172081	CAMK2B	816
NM_172082	CAMK2B	816
NM_172083	CAMK2B	816
NM_172084	CAMK2B	816
NM_172087	TNFSF13	8741
NM_172088	TNFSF13	8741
NM_172089	TNFSF12-TNFSF13	407977
NM_172095	CATSPER2	117155
NM_172096	CATSPER2	117155
NM_172097	CATSPER2	117155
NM_172099	CD8B1	926
NM_172100	CD8B1	926
NM_172101	CD8B1	926
NM_172102	CD8B1	926
NM_172105	EYA4	2070
NM_172106	KCNQ2	3785
NM_172107	KCNQ2	3785
NM_172108	KCNQ2	3785
NM_172109	KCNQ2	3785
NM_172110	EYA2	2139
NM_172111	EYA2	2139
NM_172113	EYA2	2139
NM_172127	CAMK2D	817
NM_172128	CAMK2D	817
NM_172130	KCNAB2	8514
NM_172131	WFDC10B	280664
NM_172138	IL28A	282616
NM_172139	IL28B	282617
NM_172140	IL29	282618
NM_172159	KCNAB1	7881
NM_172160	KCNAB1	7881
NM_172163	KCNQ4	9132
NM_172164	NASP	4678
NM_172165	MSH5	4439
NM_172167	NOXO1	124056
NM_172168	NOXO1	124056
NM_172169	CAMK2G	818
NM_172170	CAMK2G	818
NM_172171	CAMK2G	818
NM_172172	CAMK2G	818
NM_172173	CAMK2G	818
NM_172174	IL15	3600
NM_172175	IL15	3600
NM_172177	MRPL42	28977
NM_172178	MRPL42	28977
NM_172193	KLHDC1	122773
NM_172194	OR4Q3	441669
NM_172195	EIF2B4	8890
NM_172197	AGER	177
NM_172198	KCND3	3752
NM_172199	AK2	204
NM_172200	IL15RA	3601
NM_172201	KCNE2	9992
NM_172207	CAMKK1	84254
NM_172208	TAPBP	6892
NM_172209	TAPBP	6892
NM_172210	CSF1	1435
NM_172211	CSF1	1435
NM_172213	CD8B1	926
NM_172214	CAMKK2	10645
NM_172215	CAMKK2	10645
NM_172216	CAMKK2	10645
NM_172217	IL16	3603
NM_172219	CSF3	1440
NM_172220	CSF3	1440
NM_172225	DMBX1	127343
NM_172229	KREMEN2	79412
NM_172230	SYVN1	84447
NM_172231	SF4	57794
NM_172234	IL17RB	55540
NM_172236	POFUT1	23509
NM_172238	TFAP2D	83741
NM_172239	GOR	254958
NM_172240	WDR51B	282809
NM_172242	SPAG6	9576
NM_172246	CSF2RA	1438
NM_172247	CSF2RA	1438
NM_172248	CSF2RA	1438
NM_172249	CSF2RA	1438
NM_172250	MMAA	166785
NM_172251	MRPL54	116541
NM_172312	SPAG8	26206
NM_172313	CSF3R	1441
NM_172314	IL17E	64806
NM_172315	MEIS2	4212
NM_172318	KCNG1	3755
NM_172337	OTX2	5015
NM_172341	PSENEN	55851
NM_172344	KCNG3	170850
NM_172346	ABCA6	23460
NM_172347	KCNG4	93107
NM_172348	IL4	3565
NM_172349	NSD1	64324
NM_172350	MCP	4179
NM_172351	MCP	4179
NM_172352	MCP	4179
NM_172353	MCP	4179
NM_172354	MCP	4179
NM_172355	MCP	4179
NM_172356	MCP	4179
NM_172357	MCP	4179
NM_172358	MCP	4179
NM_172359	MCP	4179
NM_172360	MCP	4179
NM_172361	MCP	4179
NM_172362	KCNH1	3756
NM_172364	CACNA2D4	93589
NM_172365	C14orf50	145376
NM_172366	FBXO16	157574
NM_172367	TUSC5	286753
NM_172369	C1QG	714
NM_172370	DAOA	267012
NM_172373	ELF1	1997
NM_172374	IL4I1	259307
NM_172375	KCNH5	27133
NM_172376	KCNH5	27133
NM_172377	CTAG2	30848
NM_172386	ABCA9	10350
NM_172387	NFATC1	4772
NM_172389	NFATC1	4772
NM_172390	NFATC1	4772
NM_173039	AQP11	282679
NM_173042	IL18BP	10068
NM_173043	IL18BP	10068
NM_173044	IL18BP	10068
NM_173050	SCUBE1	80274
NM_173054	RELN	5649
NM_173060	CAST	831
NM_173062	CAST	831
NM_173064	IL28RA	163702
NM_173065	IL28RA	163702
NM_173073	SLC35C2	51006
NM_173074	PIGF	5281
NM_173075	APBB2	323
NM_173076	ABCA12	26154
NM_173077	CPO	130749
NM_173078	SLITRK4	139065
NM_173079	RUNDC1	146923
NM_173080	SPRR4	163778
NM_173081	ARMC3	219681
NM_173082	SHPRH	257218
NM_173083	LIN9	286826
NM_173084	TRIM59	286827
NM_173086	KRT6E	286887
NM_173087	CAPN3	825
NM_173088	CAPN3	825
NM_173090	CAPN3	825
NM_173091	NFATC2	4773
NM_173092	KCNH6	81033
NM_173156	C1orf16	9887
NM_173158	NR4A1	3164
NM_173159	NPAS3	64067
NM_173160	FXYD4	53828
NM_173162	KCNH7	90134
NM_173163	NFATC3	4775
NM_173164	NFATC3	4775
NM_173165	NFATC3	4775
NM_173167	CMYA4	146862
NM_173173	NR4A2	4929
NM_173174	PTK2B	2185
NM_173175	PTK2B	2185
NM_173178	IL1F8	27177
NM_173179	SLC35C2	51006
NM_173191	KCNIP2	30819
NM_173192	KCNIP2	30819
NM_173193	KCNIP2	30819
NM_173194	KCNIP2	30819
NM_173195	KCNIP2	30819
NM_173197	KCNIP2	30819
NM_173200	NR4A3	8013
NM_173201	ATP2A1	487
NM_173202	IL1F7	27178
NM_173203	IL1F7	27178
NM_173204	IL1F7	27178
NM_173205	IL1F7	27178
NM_173206	PIAS2	9063
NM_173216	ST6GAL1	6480
NM_173341	PHF7	51533
NM_173351	OR6B3	150681
NM_173353	TPH2	121278
NM_173354	SNF1LK	150094
NM_173355	UPP2	151531
NM_173357	SSX6	280657
NM_173358	SSX7	280658
NM_173359	EIF4E3	317649
NM_173362	LOC317671	317671
NM_173452	FCN3	8547
NM_173454	PDE8A	5151
NM_173455	PDE8A	5151
NM_173457	PDE8A	5151
NM_173459	IL1RL1	9173
NM_173460	DEFB119	245932
NM_173462	PAPLN	89932
NM_173463	DKFZp761B107	91050
NM_173464	L3MBTL4	91133
NM_173465	COL23A1	91522
NM_173466	DKFZp434P055	91531
NM_173467	MT	27349
NM_173468	MOBKL1A	92597
NM_173469	LOC92912	92912
NM_173470	TMEM32	93380
NM_173471	SLC25A26	115286
NM_173472	MGC40179	115795
NM_173473	C10orf104	119504
NM_173474	NTAN1	123803
NM_173475	MGC48972	123879
NM_173476	FLJ34512	124093
NM_173477	USH1G	124590
NM_173478	FLJ40137	124817
NM_173479	LOC126248	126248
NM_173480	LOC126295	126295
NM_173481	C19orf21	126353
NM_173482	FLJ40365	126402
NM_173483	FLJ39501	126410
NM_173484	ZNF393	128209
NM_173485	C20orf17	128553
NM_173486	FLJ40298	129852
NM_173487	LOC132321	132321
NM_173488	SLCO6A1	133482
NM_173489	FLJ40243	133558
NM_173490	PRP2	134285
NM_173491	LSM11	134353
NM_173492	PIP5KL1	138429
NM_173493	PASD1	139135
NM_173494	CXorf41	139212
NM_173495	PTCHD1	139411
NM_173496	MPP7	143098
NM_173497	HECTD2	143279
NM_173499	SPATA8	145946
NM_173501	C16orf52	146174
NM_173502	PRSS36	146547
NM_173503	FLJ25818	146779
NM_173505	ANKRD29	147463
NM_173506	MGC42718	147719
NM_173507	FLJ37118	148345
NM_173508	SLC35F3	148641
NM_173509	C1orf76	148753
NM_173510	FLJ33814	150275
NM_173512	FLJ39822	151258
NM_173513	MGC43122	151477
NM_173514	FLJ90709	153129
NM_173515	CNKSR3	154043
NM_173516	PNLDC1	154197
NM_173517	VKORC1L1	154807
NM_173518	FLJ25692	157777
NM_173519	MGC34646	157807
NM_173521	C9orf84	158401
NM_173522	CXorf42	158801
NM_173523	MAGEB6	158809
NM_173525	MGC34805	160298
NM_173526	C14orf54	161142
NM_173527	FLJ38964	161253
NM_173528	C15orf26	161502
NM_173529	C18orf54	162681
NM_173530	ZNF610	162963
NM_173531	ZNF100	163227
NM_173532	FNDC7	163479
NM_173533	TDRD5	163589
NM_173535	CLEC4F	165530
NM_173536	GABRG1	2565
NM_173537	GTF2IRD2	84163
NM_173538	FLJ35802	168975
NM_173539	ZNF596	169270
NM_173540	FUT11	170384
NM_173541	C10orf91	170393
NM_173542	LOC196463	196463
NM_173543	DZIP1L	199221
NM_173544	BCNP1	199786
NM_173545	C2orf13	200558
NM_173546	MGC35097	200942
NM_173547	TRIM65	201292
NM_173548	ZNF584	201514
NM_173549	FLJ39553	203111
NM_173550	C9orf93	203238
NM_173551	SAMD6	203286
NM_173552	MGC33365	205428
NM_173553	FLJ25801	205860
NM_173554	C10orf107	219621
NM_173556	MGC34732	220047
NM_173557	RNF152	220441
NM_173558	FGD2	221472
NM_173559	FLJ25791	222521
NM_173560	RFXDC1	222546
NM_173561	UNC5CL	222643
NM_173562	C6orf69	222658
NM_173563	C6orf146	222826
NM_173564	FLJ37538	222950
NM_173565	LOC222967	222967
NM_173566	MGC50372	253143
NM_173567	ABHD7	253152
NM_173568	UMODL1	89766
NM_173570	ZDHHC23	254887
NM_173571	LOC255313	255313
NM_173572	C10orf93	255352
NM_173573	C11orf35	256329
NM_173574	ZNF683	257101
NM_173575	STK32C	282974
NM_173576	C10orf48	283078
NM_173578	FLJ90834	283135
NM_173580	FLJ39058	283171
NM_173581	FLJ90231	283176
NM_173582	PGM2L1	283209
NM_173583	FLJ33790	283212
NM_173586	MGC34821	283238
NM_173587	RCOR2	283248
NM_173588	FLJ37794	283284
NM_173589	FLJ35709	283294
NM_173590	C11orf36	283303
NM_173591	FLJ90579	283310
NM_173593	B4GalNac-T3	283358
NM_173596	SLC39A5	283375
NM_173597	FLJ37587	283446
NM_173599	FLJ40126	283461
NM_173602	KIAA1463	57609
NM_173605	KCNRG	283518
NM_173608	C14orf80	283643
NM_173609	C15orf21	283651
NM_173610	FLJ33768	283673
NM_173611	FLJ38426	283742
NM_173613	FLJ35785	283796
NM_173616	FLJ35894	283847
NM_173617	FLJ36701	283860
NM_173618	FLJ90652	283899
NM_173619	MGC34761	283971
NM_173620	FLJ23825	284004
NM_173621	FLJ34790	284029
NM_173623	FLJ35808	284076
NM_173624	FLJ40504	284085
NM_173625	FLJ39647	284099
NM_173626	SLC26A11	284129
NM_173628	FLJ40457	284176
NM_173629	C18orf26	284254
NM_173630	RTTN	25914
NM_173631	ZNF547	284306
NM_173632	FLJ38288	284309
NM_173633	FLJ90805	284339
NM_173635	FLJ40235	284369
NM_173636	C19orf14	284403
NM_173638	MGC8902	284565
NM_173639	FLJ35976	284618
NM_173640	RSPONDIN	284654
NM_173641	EPHA10	284656
NM_173642	MGC47816	284716
NM_173643	ZNF663	284747
NM_173644	FLJ33860	284756
NM_173645	FLJ37357	284944
NM_173647	RNF149	284996
NM_173648	FLJ39502	285025
NM_173649	FLJ40172	285051
NM_173650	DNAJC5G	285126
NM_173651	FSIP2	285135
NM_173652	MGC34824	285154
NM_173653	SLC9A9	285195
NM_173654	AER61	285203
NM_173656	ZNF619	285267
NM_173657	FLJ31139	285315
NM_173658	ZNF660	285349
NM_173659	RPUSD3	285367
NM_173660	FLJ33718	285489
NM_173662	RNF175	285533
NM_173663	NY-REN-7	285596
NM_173664	ARL10A	285598
NM_173665	MGC34713	285600
NM_173666	FLJ33977	285605
NM_173667	FLJ37543	285668
NM_173669	FLJ34047	285696
NM_173670	RGMB	285704
NM_173671	FLJ37396	285754
NM_173672	PPIL6	285755
NM_173673	FLJ34503	285759
NM_173674	DCBLD1	285761
NM_173675	FLJ33708	285780
NM_173676	PNPLA1	285848
NM_173677	FLJ40852	285962
NM_173678	FLJ40722	285966
NM_173682	FLJ40288	286023
NM_173683	C8orf21	286046
NM_173685	FLJ32440	286053
NM_173687	FLJ37131	286122
NM_173688	FLJ39630	286183
NM_173689	CRB2	286204
NM_173690	C9orf126	286205
NM_173691	C9orf75	286262
NM_173694	ATP11C	286410
NM_173695	RP13-11B7.1	286464
NM_173698	RP1-32F7.2	286499
NM_173699	MGC33889	286514
NM_173700	BCORL2	286554
NM_173728	ARHGEF15	22899
NM_173791	PDZK8	118987
NM_173793	LOC128977	128977
NM_173794	FUNDC1	139341
NM_173795	FLJ32096	148646
NM_173797	PAPD4	167153
NM_173798	ZCCHC12	170261
NM_173799	FLJ39873	201633
NM_173800	FLJ90650	206338
NM_173801	FLJ36198	219990
NM_173802	MGC50559	254013
NM_173803	FLJ39599	255027
NM_173804	MGC30208	255043
NM_173805	FLJ38723	255180
NM_173806	MGC50721	255762
NM_173807	MGC33370	257044
NM_173808	NEGR1	257194
NM_173809	BLOC1S2	282991
NM_173810	MGC29649	283237
NM_173811	FLJ32675	283254
NM_173812	FLJ32949	283417
NM_173813	FLJ34154	283450
NM_173817	C18orf58	284222
NM_173821	FLJ33590	285093
